Employee Count,Employee ID,Department,Job Role,Gender,Age,Over 18,Marital Status,Education,Education Field,Business Travel,Distance From Home (kms),Job Involvement,Job Level,Job Satisfaction,Hourly Rate (USD),Daily Rate (USD),Monthly Rate (USD),Monthly Income (USD),Salary Hike (%),Stock Option Level,Standard Hours,Over Time,No. of Companies Worked,Total Working Years,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager,Environment Satisfaction,Training Times Last Year,Work Life Balance,Performance Rating,Relationship Satisfaction,Attrition (Yes/No)
1,1245,Research & Development,Manufacturing Director,Female,54,Y,Divorced,Master,Life Sciences,Travel_Frequently,1,High,3,High,53,966,9659,10502,17,1,80,No,7,33,5,4,1,4,Very High,2,Bad,Excellent,Low,No
1,1246,Research & Development,Research Scientist,Female,44,Y,Married,Below College,Life Sciences,Travel_Rarely,2,Very High,1,Very High,72,1117,19982,2011,13,1,80,No,1,10,10,5,7,7,Low,5,Better,Excellent,Very High,No
1,1248,Research & Development,Research Scientist,Female,19,Y,Single,Bachelor,Medical,Non-Travel,10,Medium,1,Medium,96,504,6148,1859,25,0,80,Yes,1,1,1,1,0,0,Low,2,Best,Outstanding,Medium,Yes
1,1249,Research & Development,Research Scientist,Female,29,Y,Divorced,Bachelor,Life Sciences,Travel_Rarely,1,High,1,Very High,97,1010,5598,3760,15,3,80,No,1,3,3,2,1,2,Low,5,Better,Excellent,Low,No
1,1250,Research & Development,Research Director,Male,54,Y,Married,Bachelor,Life Sciences,Travel_Rarely,3,High,4,Very High,85,685,23474,17779,14,0,80,No,3,36,10,9,0,9,Very High,2,Better,Excellent,Low,No
1,1251,Research & Development,Healthcare Representative,Male,31,Y,Married,College,Medical,Travel_Rarely,11,High,2,Low,80,1332,17089,6833,12,0,80,Yes,1,6,6,5,0,1,High,2,Good,Excellent,Very High,No
1,1252,Research & Development,Healthcare Representative,Female,31,Y,Single,Bachelor,Medical,Travel_Rarely,24,Medium,2,Low,96,1062,17198,6812,19,0,80,No,1,10,10,9,1,8,High,2,Better,Excellent,Medium,No
1,1254,Sales,Sales Executive,Female,59,Y,Single,Bachelor,Life Sciences,Travel_Rarely,3,Medium,2,Very High,48,326,16490,5171,17,0,80,No,5,13,6,1,0,5,High,2,Better,Excellent,Very High,No
1,1255,Research & Development,Research Director,Male,43,Y,Married,Bachelor,Life Sciences,Travel_Rarely,3,Low,5,Very High,96,920,18625,19740,14,1,80,No,3,25,8,7,0,7,High,2,Better,Excellent,Medium,No
1,1256,Research & Development,Manager,Male,49,Y,Married,College,Medical,Travel_Rarely,4,Medium,5,High,85,1098,12124,18711,13,1,80,No,2,23,1,0,0,0,Low,2,Best,Excellent,High,No
1,1257,Research & Development,Research Scientist,Male,36,Y,Married,Bachelor,Technical Degree,Travel_Frequently,3,High,1,Medium,46,469,9256,3692,12,0,80,No,1,12,11,10,0,7,High,2,Good,Excellent,High,No
1,1258,Research & Development,Laboratory Technician,Male,48,Y,Single,College,Technical Degree,Travel_Rarely,2,Very High,1,Medium,76,969,16620,2559,11,0,80,No,5,7,1,0,0,0,Very High,4,Good,Excellent,High,No
1,1259,Research & Development,Research Scientist,Male,27,Y,Divorced,College,Life Sciences,Travel_Rarely,4,High,1,High,76,1167,3208,2517,11,3,80,No,1,5,5,3,0,3,Low,2,Better,Excellent,Medium,No
1,1260,Research & Development,Healthcare Representative,Male,29,Y,Divorced,Bachelor,Life Sciences,Travel_Rarely,7,High,2,Very High,82,1329,4204,6623,11,2,80,Yes,1,6,6,0,1,0,High,2,Better,Excellent,Medium,No
1,1263,Research & Development,Research Director,Male,48,Y,Single,Bachelor,Life Sciences,Travel_Rarely,1,Medium,5,Very High,76,715,8733,18265,12,0,80,No,6,25,1,0,0,0,Very High,3,Best,Excellent,High,No
1,1264,Research & Development,Research Director,Female,29,Y,Divorced,Bachelor,Life Sciences,Travel_Rarely,1,Medium,4,Very High,87,694,3423,16124,14,2,80,No,3,9,7,7,1,7,Very High,2,Good,Excellent,Medium,No
1,1265,Research & Development,Research Scientist,Female,34,Y,Married,Bachelor,Technical Degree,Travel_Rarely,20,Very High,1,High,89,1320,21643,2585,17,0,80,No,0,2,1,0,0,0,High,5,Good,Excellent,Very High,No
1,1267,Sales,Manager,Male,44,Y,Married,Bachelor,Marketing,Travel_Rarely,5,High,5,Medium,88,1099,8751,18213,11,1,80,No,7,26,22,9,3,10,Medium,5,Better,Excellent,High,No
1,1268,Sales,Sales Executive,Male,33,Y,Divorced,Doctor,Marketing,Travel_Rarely,10,Very High,3,High,82,536,21708,8380,14,2,80,Yes,0,10,9,8,0,8,Very High,3,Better,Excellent,Very High,No
1,1269,Research & Development,Research Scientist,Female,19,Y,Single,Bachelor,Life Sciences,Travel_Rarely,25,Very High,1,Very High,57,265,21221,2994,12,0,80,Yes,1,1,1,0,0,1,Medium,2,Better,Excellent,Very High,No
1,1270,Research & Development,Research Scientist,Male,23,Y,Married,College,Life Sciences,Travel_Rarely,1,High,1,High,47,373,16901,1223,22,1,80,No,1,1,1,0,0,1,Very High,2,Better,Outstanding,Very High,No
1,1273,Sales,Sales Representative,Male,25,Y,Single,Below College,Life Sciences,Travel_Frequently,24,Low,1,Very High,73,599,8040,1118,14,0,80,Yes,1,1,1,0,1,0,High,4,Better,Excellent,Very High,Yes
1,1275,Research & Development,Research Scientist,Male,26,Y,Single,College,Life Sciences,Travel_Rarely,4,High,1,Very High,53,583,9973,2875,20,0,80,Yes,1,8,8,5,2,2,High,2,Good,Outstanding,Medium,No
1,1277,Sales,Manager,Female,45,Y,Single,Bachelor,Marketing,Travel_Rarely,2,Low,5,Medium,94,1449,2493,18824,16,0,80,Yes,2,26,24,10,1,11,Low,2,Better,Excellent,Low,Yes
1,1278,Research & Development,Healthcare Representative,Male,55,Y,Divorced,Below College,Medical,Non-Travel,8,Medium,4,Medium,37,177,25592,13577,15,1,80,Yes,1,34,33,9,15,0,Very High,3,Better,Excellent,Very High,No
1,1279,Research & Development,Laboratory Technician,Female,21,Y,Single,College,Life Sciences,Travel_Frequently,10,Medium,1,High,45,251,25308,2625,20,0,80,No,1,2,2,2,2,2,Low,2,Bad,Outstanding,High,Yes
1,1280,Sales,Manager,Female,46,Y,Married,College,Marketing,Travel_Rarely,4,Medium,5,Medium,33,168,9946,18789,14,1,80,No,2,26,11,4,0,8,Very High,2,Better,Excellent,High,No
1,1281,Sales,Sales Executive,Female,34,Y,Single,Bachelor,Marketing,Travel_Rarely,2,High,2,Low,86,131,6039,4538,12,0,80,Yes,0,4,3,2,0,2,High,3,Better,Excellent,Very High,No
1,1282,Sales,Manager,Male,51,Y,Divorced,Bachelor,Life Sciences,Travel_Frequently,9,High,5,Medium,83,237,19196,19847,24,1,80,Yes,4,31,29,10,11,10,Very High,5,Good,Outstanding,Low,No
1,1283,Research & Development,Manufacturing Director,Male,59,Y,Single,Master,Medical,Travel_Rarely,18,High,3,Very High,67,1429,20002,10512,12,0,80,No,6,25,9,7,5,4,Very High,6,Good,Excellent,Very High,No
1,1285,Research & Development,Laboratory Technician,Female,34,Y,Divorced,Bachelor,Medical,Travel_Frequently,19,High,2,Medium,46,135,22534,4444,13,2,80,No,4,15,11,8,5,10,High,2,Best,Excellent,High,No
1,1286,Research & Development,Laboratory Technician,Male,28,Y,Single,Master,Medical,Travel_Frequently,1,High,1,High,44,791,6842,2154,11,0,80,Yes,0,5,4,2,0,2,Very High,2,Good,Excellent,High,No
1,1288,Research & Development,Manager,Male,44,Y,Divorced,College,Life Sciences,Travel_Rarely,4,Very High,5,Low,92,1199,17477,19190,14,2,80,No,1,26,25,9,14,13,High,4,Good,Excellent,Very High,No
1,1289,Human Resources,Human Resources,Male,34,Y,Married,Bachelor,Life Sciences,Travel_Frequently,11,Medium,2,Medium,56,648,21833,4490,11,2,80,No,4,14,10,9,1,8,High,5,Best,Excellent,Very High,No
1,1291,Research & Development,Research Scientist,Male,35,Y,Married,Below College,Life Sciences,Travel_Rarely,6,High,1,High,66,735,6020,3506,14,0,80,Yes,0,4,3,2,2,2,High,3,Better,Excellent,Very High,No
1,1292,Research & Development,Research Scientist,Female,42,Y,Married,Master,Medical,Travel_Rarely,7,Very High,2,Medium,78,603,5628,2372,16,0,80,Yes,6,18,1,0,0,0,Medium,2,Better,Excellent,Very High,No
1,1293,Sales,Sales Executive,Female,43,Y,Single,Master,Marketing,Travel_Rarely,4,Medium,3,Very High,56,531,20364,10231,14,0,80,No,3,23,21,7,15,17,Very High,3,Best,Excellent,Very High,No
1,1294,Research & Development,Manufacturing Director,Female,36,Y,Single,Master,Life Sciences,Travel_Rarely,2,High,2,Medium,53,429,2323,5410,11,0,80,Yes,9,18,16,14,5,12,High,2,Better,Excellent,Very High,No
1,1295,Research & Development,Healthcare Representative,Female,44,Y,Married,Bachelor,Medical,Travel_Rarely,15,High,3,Very High,73,621,14075,7978,11,1,80,No,1,10,10,7,0,5,Low,2,Better,Excellent,Very High,Yes
1,1296,Research & Development,Laboratory Technician,Male,28,Y,Married,Bachelor,Life Sciences,Travel_Frequently,2,Medium,1,Very High,52,193,14222,3867,12,1,80,Yes,1,2,2,2,2,2,Very High,2,Better,Excellent,Medium,No
1,1297,Research & Development,Laboratory Technician,Female,51,Y,Single,College,Medical,Travel_Frequently,6,Medium,1,High,40,968,4257,2838,14,0,80,No,0,8,7,0,7,7,Medium,6,Good,Excellent,Medium,No
1,1298,Research & Development,Manufacturing Director,Female,30,Y,Single,College,Medical,Non-Travel,9,High,2,High,72,879,12858,4695,18,0,80,Yes,7,10,8,4,1,7,High,3,Better,Excellent,High,No
1,1299,Research & Development,Laboratory Technician,Female,29,Y,Divorced,Bachelor,Technical Degree,Travel_Rarely,7,High,1,High,39,806,17285,3339,13,2,80,Yes,3,10,7,7,7,7,Medium,2,Better,Excellent,Low,Yes
1,1301,Research & Development,Research Scientist,Male,28,Y,Single,Bachelor,Technical Degree,Travel_Rarely,1,High,1,Low,84,640,4732,2080,11,0,80,No,2,5,3,2,1,2,Very High,2,Good,Excellent,Medium,No
1,1303,Research & Development,Research Scientist,Female,25,Y,Single,Bachelor,Medical,Travel_Rarely,1,High,1,Medium,40,266,18830,2096,18,0,80,No,1,2,2,2,2,1,Very High,3,Good,Excellent,Very High,No
1,1304,Sales,Sales Executive,Male,32,Y,Married,Bachelor,Medical,Travel_Rarely,8,Very High,2,Very High,56,604,11693,6209,15,2,80,No,1,10,10,7,0,8,High,4,Best,Excellent,High,No
1,1306,Research & Development,Manager,Female,45,Y,Single,Bachelor,Medical,Travel_Frequently,25,High,5,Medium,83,364,13035,18061,22,0,80,No,3,22,0,0,0,0,Medium,4,Better,Outstanding,High,No
1,1307,Research & Development,Manager,Female,39,Y,Divorced,Master,Medical,Travel_Rarely,13,Medium,4,Medium,94,412,17334,17123,13,2,80,Yes,6,21,19,9,15,2,High,4,Better,Excellent,Very High,No
1,1308,Research & Development,Research Scientist,Male,58,Y,Divorced,Master,Life Sciences,Travel_Rarely,23,High,1,High,88,848,26076,2372,12,2,80,No,1,2,2,2,2,2,Low,3,Better,Excellent,Very High,No
1,1309,Research & Development,Laboratory Technician,Male,32,Y,Married,College,Life Sciences,Travel_Rarely,7,High,2,High,79,1089,22845,4883,18,1,80,No,1,10,10,4,1,1,Very High,3,Better,Excellent,Low,Yes
1,1310,Research & Development,Research Scientist,Male,39,Y,Single,Bachelor,Medical,Travel_Rarely,23,High,1,Low,93,360,22154,3904,13,0,80,No,0,6,5,2,0,3,High,2,Better,Excellent,Low,Yes
1,1311,Research & Development,Laboratory Technician,Female,30,Y,Married,Bachelor,Technical Degree,Travel_Rarely,6,Medium,2,Very High,48,1138,23631,4627,12,1,80,No,0,10,9,2,6,7,Low,6,Better,Excellent,Low,No
1,1312,Research & Development,Healthcare Representative,Female,36,Y,Married,Master,Technical Degree,Travel_Rarely,10,High,3,High,63,325,5747,7094,12,0,80,No,3,10,7,7,1,7,Very High,0,Better,Excellent,Low,No
1,1314,Human Resources,Human Resources,Female,46,Y,Single,College,Life Sciences,Travel_Rarely,1,High,1,Low,44,991,22957,3423,12,0,80,No,6,10,7,6,5,7,Very High,3,Best,Excellent,High,No
1,1315,Research & Development,Laboratory Technician,Female,28,Y,Married,Bachelor,Life Sciences,Non-Travel,1,Low,2,Very High,55,1476,16392,6674,11,3,80,No,0,10,9,8,7,5,High,6,Better,Excellent,Low,No
1,1317,Research & Development,Research Director,Female,50,Y,Married,Bachelor,Life Sciences,Travel_Rarely,28,High,4,Low,43,1322,22422,16880,11,0,80,Yes,4,25,3,2,1,2,Very High,2,Better,Excellent,Medium,No
1,1318,Sales,Sales Executive,Male,40,Y,Single,Master,Marketing,Travel_Rarely,25,Medium,3,Medium,57,299,17235,9094,12,0,80,Yes,2,9,5,4,1,0,Very High,2,Better,Excellent,High,Yes
1,1319,Sales,Sales Executive,Male,52,Y,Single,Bachelor,Life Sciences,Travel_Rarely,5,High,3,Medium,64,1030,21534,8446,19,0,80,Yes,9,10,8,7,7,7,Medium,2,Good,Excellent,High,Yes
1,1321,Research & Development,Manager,Female,30,Y,Married,Master,Medical,Travel_Rarely,17,High,3,Low,95,634,25927,11916,23,2,80,Yes,1,9,9,1,0,8,Medium,2,Better,Outstanding,Very High,No
1,1322,Research & Development,Manufacturing Director,Male,39,Y,Single,College,Life Sciences,Travel_Rarely,18,High,2,High,32,524,13352,4534,11,0,80,No,0,9,8,7,1,7,Low,6,Better,Excellent,Low,No
1,1324,Sales,Sales Executive,Female,31,Y,Divorced,Master,Life Sciences,Non-Travel,2,High,3,High,57,587,8935,9852,19,1,80,Yes,1,10,10,8,9,6,Very High,5,Good,Excellent,Low,No
1,1329,Sales,Sales Executive,Male,41,Y,Single,College,Medical,Non-Travel,10,Low,2,Medium,40,256,22074,6151,13,0,80,No,1,19,19,2,11,9,High,4,Better,Excellent,Low,No
1,1331,Sales,Sales Representative,Female,31,Y,Single,Bachelor,Life Sciences,Travel_Frequently,1,High,1,Medium,54,1060,8319,2302,11,0,80,Yes,1,3,3,2,2,2,Very High,2,Best,Excellent,Low,Yes
1,1333,Research & Development,Laboratory Technician,Male,44,Y,Married,Bachelor,Life Sciences,Travel_Rarely,3,High,1,Low,89,935,14669,2362,12,0,80,No,4,10,3,2,1,2,Low,4,Best,Excellent,High,Yes
1,1334,Research & Development,Manager,Male,42,Y,Married,Below College,Life Sciences,Non-Travel,2,High,4,High,37,495,26582,17861,13,0,80,Yes,0,21,20,8,2,10,High,3,Good,Excellent,Very High,No
1,1336,Research & Development,Manager,Female,55,Y,Married,College,Medical,Travel_Rarely,2,Low,5,High,58,282,6992,19187,14,1,80,No,4,23,19,9,9,11,Very High,5,Better,Excellent,Very High,No
1,1338,Human Resources,Manager,Male,56,Y,Single,Master,Life Sciences,Travel_Rarely,8,High,5,Medium,99,206,4022,19717,14,0,80,No,6,36,7,3,7,7,Very High,4,Better,Excellent,Low,No
1,1340,Research & Development,Research Scientist,Male,40,Y,Divorced,College,Life Sciences,Non-Travel,16,High,1,High,74,458,8532,3544,16,1,80,No,9,6,4,2,0,0,High,0,Better,Excellent,Medium,No
1,1344,Research & Development,Healthcare Representative,Male,34,Y,Divorced,Bachelor,Life Sciences,Travel_Rarely,9,High,3,Very High,86,943,5494,8500,11,1,80,No,0,10,9,7,1,6,Very High,0,Good,Excellent,Very High,No
1,1346,Research & Development,Research Scientist,Male,40,Y,Single,Bachelor,Life Sciences,Travel_Rarely,2,High,2,Very High,98,523,22455,4661,13,0,80,No,1,9,9,8,8,8,High,4,Better,Excellent,High,No
1,1349,Sales,Sales Executive,Female,41,Y,Divorced,Bachelor,Marketing,Travel_Frequently,1,High,2,Low,66,1018,4297,4103,17,1,80,No,0,10,9,3,1,7,High,2,Better,Excellent,Very High,No
1,1350,Research & Development,Research Scientist,Male,35,Y,Single,Master,Life Sciences,Travel_Frequently,4,High,2,High,87,482,2690,4249,11,0,80,Yes,1,9,9,6,1,1,High,3,Better,Excellent,Medium,No
1,1352,Human Resources,Manager,Male,51,Y,Divorced,Bachelor,Life Sciences,Travel_Rarely,5,High,4,Medium,84,770,17588,14026,11,1,80,Yes,1,33,33,9,0,10,High,2,Better,Excellent,Medium,No
1,1355,Sales,Sales Executive,Female,38,Y,Divorced,College,Life Sciences,Travel_Rarely,2,High,2,Low,31,1009,19461,6893,15,1,80,No,3,11,7,7,1,7,Medium,3,Better,Excellent,Very High,No
1,1356,Sales,Sales Executive,Female,34,Y,Single,College,Medical,Travel_Rarely,15,High,2,Low,66,507,23553,6125,12,0,80,No,1,10,10,8,9,6,High,6,Best,Excellent,Very High,No
1,1358,Research & Development,Laboratory Technician,Male,25,Y,Married,Below College,Medical,Travel_Rarely,19,High,1,Very High,67,882,9075,3669,11,3,80,No,3,7,3,2,1,2,Very High,6,Good,Excellent,High,No
1,1360,Research & Development,Manufacturing Director,Female,58,Y,Married,Master,Medical,Travel_Rarely,7,Medium,3,Low,53,601,12023,10008,14,0,80,Yes,7,31,10,9,5,9,High,0,Good,Excellent,Very High,Yes
1,1361,Research & Development,Laboratory Technician,Male,40,Y,Married,Master,Life Sciences,Travel_Rarely,1,High,1,Medium,88,329,6762,2387,22,1,80,No,3,7,4,2,0,3,Medium,3,Better,Outstanding,High,No
1,1362,Sales,Sales Executive,Female,36,Y,Married,Bachelor,Marketing,Travel_Frequently,7,Very High,2,Low,83,607,2261,4639,16,1,80,No,2,17,15,7,6,13,Low,2,Good,Excellent,Very High,No
1,1363,Research & Development,Manufacturing Director,Male,48,Y,Single,Bachelor,Life Sciences,Travel_Rarely,4,High,3,Very High,54,855,18706,7898,11,0,80,No,1,11,10,9,0,8,Very High,2,Better,Excellent,High,No
1,1364,Sales,Sales Representative,Female,27,Y,Married,Bachelor,Medical,Travel_Rarely,11,Very High,1,Very High,98,1291,6527,2534,14,1,80,No,8,5,1,0,0,0,High,4,Better,Excellent,Medium,No
1,1367,Research & Development,Manufacturing Director,Female,51,Y,Single,College,Technical Degree,Travel_Rarely,11,Medium,4,Medium,82,1405,24439,13142,16,0,80,No,3,29,5,2,0,3,Very High,1,Good,Excellent,Medium,No
1,1368,Research & Development,Laboratory Technician,Female,18,Y,Single,Bachelor,Life Sciences,Non-Travel,1,High,1,Very High,97,1124,19305,1611,15,0,80,No,1,0,0,0,0,0,Very High,5,Best,Excellent,High,No
1,1369,Research & Development,Laboratory Technician,Female,35,Y,Married,Bachelor,Medical,Travel_Rarely,1,Medium,2,Very High,60,817,10846,5363,12,1,80,No,0,10,9,7,0,0,Very High,0,Better,Excellent,Medium,No
1,1371,Sales,Sales Executive,Male,27,Y,Single,Below College,Life Sciences,Travel_Frequently,2,Low,2,Very High,43,793,20392,5071,20,0,80,No,3,8,6,2,0,0,Very High,3,Better,Outstanding,Medium,No
1,1372,Sales,Sales Executive,Male,55,Y,Single,Master,Marketing,Travel_Rarely,13,Very High,4,High,85,267,9277,13695,17,0,80,Yes,6,24,19,7,3,8,Low,2,Good,Excellent,High,Yes
1,1373,Research & Development,Manufacturing Director,Male,56,Y,Married,Bachelor,Life Sciences,Travel_Rarely,23,High,4,Medium,68,1369,18235,13402,12,1,80,Yes,4,33,19,16,15,9,Very High,0,Better,Excellent,Low,No
1,1374,Research & Development,Research Scientist,Female,34,Y,Divorced,Below College,Technical Degree,Non-Travel,26,Medium,1,High,92,999,15891,2029,20,3,80,No,1,5,5,4,0,0,Low,2,Better,Outstanding,High,No
1,1375,Research & Development,Healthcare Representative,Female,40,Y,Divorced,Below College,Medical,Travel_Rarely,2,Very High,2,High,89,1202,13888,6377,20,3,80,No,5,15,12,11,11,8,Medium,0,Better,Outstanding,Medium,No
1,1377,Research & Development,Laboratory Technician,Male,34,Y,Married,Bachelor,Medical,Travel_Rarely,29,High,2,High,86,285,17491,5429,13,2,80,No,4,10,8,7,7,7,Medium,1,Better,Excellent,Low,No
1,1379,Sales,Sales Representative,Female,31,Y,Single,Bachelor,Life Sciences,Travel_Frequently,2,Medium,1,Very High,90,703,11882,2785,14,0,80,No,7,3,1,0,0,0,High,3,Best,Excellent,High,Yes
1,1380,Sales,Sales Executive,Female,35,Y,Married,Master,Marketing,Travel_Frequently,18,High,2,High,67,662,23288,4614,18,1,80,Yes,0,5,4,2,3,2,Very High,0,Good,Excellent,High,Yes
1,1382,Research & Development,Research Scientist,Male,38,Y,Divorced,Bachelor,Life Sciences,Travel_Frequently,7,Very High,1,High,57,693,15748,2610,11,3,80,No,1,4,4,2,0,3,Very High,2,Better,Excellent,Very High,No
1,1383,Research & Development,Healthcare Representative,Female,34,Y,Single,Master,Technical Degree,Travel_Rarely,2,High,2,Very High,98,404,6163,6687,11,0,80,No,1,14,14,11,4,11,High,2,Best,Excellent,Very High,No
1,1387,Sales,Sales Executive,Male,28,Y,Married,Bachelor,Life Sciences,Travel_Rarely,26,Medium,2,Low,48,736,24232,4724,11,1,80,No,1,5,5,3,0,4,High,0,Better,Excellent,High,No
1,1389,Research & Development,Manufacturing Director,Male,31,Y,Married,Master,Medical,Travel_Rarely,22,High,2,High,98,330,21057,6179,15,2,80,Yes,1,10,10,2,6,7,Very High,3,Good,Excellent,Very High,Yes
1,1390,Sales,Sales Executive,Male,39,Y,Married,Master,Life Sciences,Travel_Rarely,21,Medium,2,Very High,44,1498,3567,6120,12,2,80,Yes,3,8,5,4,1,4,Low,2,Best,Excellent,Very High,No
1,1391,Sales,Sales Executive,Male,51,Y,Married,Bachelor,Marketing,Travel_Frequently,2,High,3,Medium,52,541,15395,10596,11,0,80,No,2,14,4,2,3,2,Medium,5,Better,Excellent,Medium,No
1,1392,Research & Development,Research Scientist,Female,41,Y,Divorced,Bachelor,Life Sciences,Travel_Frequently,22,High,2,Very High,75,1200,13953,5467,14,2,80,Yes,3,12,6,2,3,3,Very High,4,Good,Excellent,Low,No
1,1394,Research & Development,Research Scientist,Male,37,Y,Married,Below College,Life Sciences,Travel_Rarely,4,High,1,High,54,1439,5182,2996,15,0,80,Yes,7,8,6,4,1,3,High,2,Better,Excellent,Very High,No
1,1395,Sales,Sales Executive,Male,33,Y,Married,Below College,Life Sciences,Travel_Frequently,5,High,2,Very High,61,1111,19293,9998,13,0,80,No,6,8,5,4,1,2,Medium,2,Best,Excellent,Low,No
1,1396,Sales,Sales Executive,Male,32,Y,Married,Below College,Marketing,Travel_Rarely,2,High,2,Medium,36,499,20497,4078,13,3,80,Yes,0,4,3,2,1,2,High,3,Good,Excellent,Low,No
1,1397,Research & Development,Healthcare Representative,Male,39,Y,Married,College,Life Sciences,Non-Travel,25,High,3,High,71,1485,3449,10920,21,1,80,No,3,13,6,4,0,5,High,2,Better,Outstanding,Medium,No
1,1399,Sales,Sales Executive,Male,25,Y,Married,Below College,Life Sciences,Travel_Rarely,18,Very High,2,High,93,1372,12477,6232,11,0,80,No,2,6,3,2,1,2,Low,3,Good,Excellent,Medium,No
1,1401,Research & Development,Manufacturing Director,Female,52,Y,Married,College,Medical,Travel_Frequently,28,Very High,4,High,59,322,9731,13247,11,1,80,Yes,2,24,5,3,0,2,Very High,3,Good,Excellent,Medium,No
1,1402,Research & Development,Research Scientist,Female,43,Y,Single,Bachelor,Medical,Travel_Rarely,6,Medium,2,High,73,930,20003,4081,14,0,80,Yes,1,20,20,7,1,8,Low,3,Bad,Excellent,Low,No
1,1403,Sales,Sales Executive,Female,27,Y,Married,Bachelor,Marketing,Travel_Rarely,10,Medium,2,Very High,98,205,7100,5769,11,0,80,Yes,1,6,6,2,4,4,Very High,3,Better,Excellent,Very High,No
